SUBDIVISIONS,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,FLOOD
Simdega,2022,51.41728944,55.894754,7.73115034,7.8611765,74.3756271,82.13329938,245.8136365,396.1233495,151.3723135,85.74094,11.07457444,12.27236851,1181.810479,NO
Sindhudurg,2022,1.016752345,2,10.0155679,43.6581378,57.15812615,636.3976082,1279.939221,624.714498,501.7136629,165.321507,11.526326,13.29563932,3346.757047,YES
Singrauli,2022,21.77230072,7.047627,3.431384,4.000202208,19.34705312,108.3531486,188.323572,331.5281971,145.6914489,63.615237,11,12.78045895,916.8906297,NO
Sirmaur,2022,218.9723848,81.0755582,3.8741409,5.33407958,96.1680192,73.180901,331.232452,329.9914434,315.8082173,92.4134039,13.00102364,12.12385074,1573.175475,NO
Sirohi,2022,4.974716,2,3.0121205,4,5.00925728,27.82693441,334.0086219,432.5898642,76.1446502,12.0541572,11.001857,12.00138212,924.6235608,NO
Sirsa,2022,48.21649,10.804648,5.03372,5.723231,26.960247,39.772672,160.0248531,107.508762,37.53222895,12.229747,15.115772,12.19458044,481.1169514,NO
Sitamarhi,2022,2.906767,35.134132,3,19.526634,148.5584413,304.2111719,142.046181,267.708447,139.3947572,69.044703,11.00008559,12.05969146,1154.591011,NO
Sitapur,2022,24.89859308,24.265732,3,4,64.20135458,47.65714707,166.3249912,245.0817944,199.2728942,202.2683,11,12.0376547,1004.008461,NO
Sivaganga,2022,43.2905301,14.136088,9.405885723,77.53668884,41.91267234,86.37462204,135.9717188,141.157277,86.09709225,70.260517,95.049345,84.50986831,885.7023054,NO
Sivasagar,2022,30.71225057,65.2049958,49.1711939,388.407469,297.8285441,437.102989,405.49258,304.1950939,220.9226586,0,11.12484679,14.25491116,2224.417533,NO
Siwan,2022,12.539005,19.5464817,3,5.3097993,45.7563614,103.2274266,138.2857794,256.6714894,295.8323142,62.6716807,11,12.39504168,966.2353793,NO
Solan,2022,212.906587,93.345686,7.7093291,10.114483,91.00399656,120.8714181,328.715622,330.6622905,150.6791632,65.4351885,12.22792767,12.02252579,1435.694217,NO
Solapur,2022,1.0109803,2,3.511837661,14.2375167,23.29711941,90.3368191,170.0709396,128.3007302,176.1843837,89.77805935,11.0566513,14.20009115,723.9851284,NO
Sonbhadra,2022,14.13412972,9.3135904,3.0000861,4.000043056,23.48085725,58.73271099,131.230867,282.060176,134.4951884,67.824125,11,12.4905337,751.7623076,NO
Sonepur,2022,43.94767898,2.483881904,3.00010752,5.65698726,54.78166652,165.6644758,361.6149028,447.1381426,98.84400876,0,11.05424683,12.26944848,1206.455547,NO
Sonipat,2022,80.503873,20.3567158,3,4.0292278,48.59601212,31.167237,156.5925292,100.9546253,138.94436,44.57804293,11.3151221,12.00052095,652.0382662,NO
Sonitpur,2022,29.2676818,59.0783073,45.08847301,365.358611,424.8338529,664.228307,322.811319,258.4136039,219.0720645,255.7325978,11.13834958,13.86239743,2668.885565,NO
South,2022,36.7294347,73.2827376,85.280143,331.1870553,389.948652,741.48497,353.4299967,80.5522,194.75,405.026142,11.001,12.001,2714.673331,NO
South Andaman,2022,0,0,0,0,0,0,0,0,0,10,0,0,10,NO
South Andamans,2022,1,2,3,4,5,6,7,8,9,0,11,12,68,NO
South District,2022,36.7294347,73.2827376,85.280143,331.1870553,389.948652,741.48497,353.4299967,266.2202566,243.999026,0,14.0161006,12.43821939,2548.016592,NO
South East,2022,51.9,16,3,4,73.3,27.8,135.5,82.14949141,195.3272511,116.5,11.00111171,12.00098138,728.4788356,NO
South Garo Hills,2022,22.7251086,61.725959,275.7994953,1023.760113,1789.440733,3486.76875,499.097657,242.327026,298.7058592,330.808771,11.08244445,12.8795917,8055.121508,YES
South Goa,2022,1.71933244,2,6.8480755,36.50136785,118.7312311,771.2218354,1541.76989,286.43574,248.964465,66.075331,17.85674158,20.58625019,3118.71026,YES
South Salmara Mancachar,2022,17.068824,59.308435,40.42944,332.1754555,764.5502531,1258.586464,186.8950052,224.9963263,162.2927147,0,11.21400534,12.15416458,3069.671088,YES
South Salmara Mankachar,2022,0,0,0,0,0,0,0,0,0,289.220497,0,0,289.220497,NO
South Tripura,2022,3.496389098,13.1852551,23.195188,121.6285589,375.2040364,301.055206,134.9471567,215.1843288,205.443998,141.5608543,11.274371,12.051258,1558.2266,NO
South Twenty-Four Parganas,2022,0,0,0,0,0,0,0,0,0,92.37294338,0,0,92.37294338,NO
South West,2022,98.18377078,22.359841,3,4.503328,60.7428321,33.1525874,218.8502394,88.51665678,190.2626657,107.6280082,11.26162849,12.00000241,850.4615603,NO
South West Garo Hills,2022,17.1894651,48.288028,10.6493295,225.4830787,833.9650311,1287.014116,187.3404821,155.4678538,130.4457914,273.0896562,11.1846645,12.25318934,3192.370686,YES
South West Khasi Hills,2022,22.9624115,59.41764686,459.01084,1482.79994,2222.576467,4532.30947,655.1822239,376.3624887,380.8100926,287.690499,11.34412424,13.4686189,10503.93482,YES
Sri Muktsar Sahib,2022,70.3233731,11.8860969,3.32183245,4.5435296,11.92505882,34.43349,170.6011737,80.98746166,25.34101088,10,11.28495859,13.1380126,447.7859983,NO
Srikakulam,2022,19.57067064,6.34885,7.74885,4.9082868,90.68040037,100.7701853,173.34635,154.2303059,191.6416106,160.680467,11.33068153,18.91858163,940.1752398,NO
Srinagar,2022,111.4660045,96.18412909,34.62503674,40.930845,75.1813626,115.5734859,118.6416441,109.5341342,28.71198926,12.23646544,86.80021805,16.71654882,846.6018637,NO
Sub Urban Mumbai,2022,0,0,0,0,0,0,0,0,0,177.6895,0,0,177.6895,NO
Subarnapur,2022,0,0,0,0,0,0,0,0,0,74.2607959,0,0,74.2607959,NO
Sukma,2022,18.12544505,2.388819,6.5790772,25.86432884,31.03765195,120.9779188,567.292525,413.5164325,255.257057,45.73062,11.72968335,21.22994424,1519.729503,NO
Sultanpur,2022,20.2065222,4.791727,3,4,22.97135231,27.10875028,153.2878181,215.4182,189.5313389,134.10819,11,12.28722403,797.7111228,NO
Sundargarh,2022,53.148521,38.3429238,3.9257545,13.97989601,71.45063645,98.54438704,283.87218,474.9918506,119.307739,69.9308729,11.04863822,12.30290073,1250.8463,NO
Supaul,2022,3.8431247,25.21823698,3.105754,44.60546,167.4301694,648.2386507,217.4598902,286.3224155,232.0179873,167.945629,11,12.01659822,1819.203916,NO
Surajpur,2022,20.50470002,22.490085,4.484364344,4.24812722,18.68000292,112.292128,187.2586613,348.9116715,170.6038675,87.3692189,11.00532982,12.14203399,999.9901905,NO
Surat,2022,1,2,3.163939,4,5,130.8840889,938.506962,398.1286827,282.5782569,71.3852819,11.00171549,12.41553042,1860.064457,NO
Surendranagar,2022,2.078302,2,3,4,5,64.5421045,233.537388,149.5473419,151.9168778,15.35326011,11.00109487,12.02986947,654.0062387,NO
Surguja,2022,28.406101,43.5704297,4.320294,6.10221,42.4289241,102.3463012,213.414849,379.1332325,208.5182183,87.4088287,11.00998878,12.03037053,1138.689748,NO
Suryapet,2022,50.406901,2,3.00779445,4.017387627,23.29628992,99.01485515,405.1360412,256.8685276,157.8787196,75.57581099,11.73814469,22.53544167,1111.475914,NO
Tamenglong,2022,24.8072591,47.217306,15.32497174,143.8470557,324.3017949,324.478415,193.7647675,200.038645,83.3810761,61.924888,11.10073107,12.21540961,1442.40232,NO
Tapi,2022,1.3468402,2,3.1149041,4,5,69.5751702,810.956776,386.3818098,287.9741494,51.504517,11.03026351,13.92344061,1646.807871,NO
Tarn Taran,2022,137.344424,30.168631,3.498876,5.07024,19.1185419,66.3157922,264.329857,76.01096598,34.6969108,22.165365,11.0379657,12.84566084,682.6032304,NO
Tawang,2022,6.83822134,25.8765436,38.4809315,144.7733793,189.91961,357.5916,224.5650997,75.00221,50.8655139,120.114522,17.5871863,20.1120479,1271.726866,NO
Tehri Garhwal,2022,116.2345389,54.5358185,4.6302718,12.85774536,99.26561443,121.9238544,368.73952,301.1284708,244.4004596,40.792732,14.30461775,12.35891148,1391.172555,NO
Tengnoupal,2022,22.08356078,41.040076,16.22199959,142.3908822,342.8618891,323.9496273,150.8307444,269.5262768,99.29525699,61.45385198,11.3452984,13.36628835,1494.365752,NO
Teni,2022,0,0,0,0,0,0,0,0,0,71.8699269,0,0,71.8699269,NO
Tenkasi,2022,27.52838077,5.246273,17.79392972,158.0253379,25.9354286,21.7265158,47.02803922,109.953494,50.40152121,41.5656314,158.493297,80.593653,744.2915016,NO
Thane,2022,1.04446327,2,4.1951041,4,5.00457481,192.963862,1434.623421,536.736589,698.916948,109.8303534,11,12.04086384,3012.35618,YES
Thanjavur,2022,116.046774,40.63974509,27.826643,82.9377341,40.58808635,58.35761693,157.1048323,122.2929162,141.0168674,47.604535,124.427669,198.6625402,1157.505959,NO
The Nilgiris,2022,35.650133,2,31.8478856,104.3592367,208.6283547,161.812813,404.79702,389.2011696,140.1505261,0,74.58498138,144.9841044,1698.016224,NO
Theni,2022,32.7902306,2.70316565,26.94811617,162.9044487,74.9772129,61.67332872,130.502236,296.154816,149.1059785,0,109.2622797,94.24427671,1141.26609,NO
Thiruvallur,2022,62.3547322,2,4.4193224,4.08282792,77.51490954,156.7624409,139.520551,129.9759983,84.27997431,0,251.208682,209.2619011,1121.38134,NO
Thiruvananthapuram,2022,20.1758663,50.178391,28.363021,223.483758,226.589617,94.4167595,140.1092427,190.6215607,98.37903602,39.180438,155.602786,127.9927126,1395.093189,NO
Thiruvarur,2022,115.9700829,79.115701,28.93109602,111.8879655,38.446179,15.49798798,103.8180601,150.3190703,116.1622624,53.346916,178.007737,185.9542941,1177.457352,NO
Thoubal,2022,23.2957028,42.685671,17.2001763,143.630176,344.5409704,330.543442,158.4231521,261.2598826,103.5386498,61.77718,11.75239274,17.35715979,1516.004556,NO
Thrissur,2022,1.455049321,2.3460592,27.93003361,129.0443571,453.9762689,306.570101,643.002272,486.0454015,193.6987022,0,81.49211412,118.6404814,2444.20084,NO
Tikamgarh,2022,97.036131,2.0128481,3.712475,4,29.32612892,87.346417,204.6710812,358.8561553,310.0255303,83.92601719,11.00599067,12.02670252,1203.945477,NO
Tinsukia,2022,41.41521078,63.998727,45.3181826,449.6363224,438.5420907,597.984988,423.076302,424.3481787,219.4553466,123.1124661,11.17931634,29.30977602,2867.376907,NO
Tirap,2022,30.1316342,51.8905002,40.514762,414.3087482,358.5823734,508.48545,431.404054,266.6655754,182.9725265,80.455657,11.28657358,15.82738909,2392.525244,NO
Tiruchirapalli,2022,0,0,0,0,0,0,0,0,0,63.78817514,0,0,63.78817514,NO
Tiruchirappalli,2022,46.36254356,7.9116894,16.4380337,28.56573563,98.3684464,93.72816268,93.42564592,137.7951509,90.0304944,0,64.313167,87.66482469,764.6038942,NO
Tirunelveli,2022,25.4082691,17.7918147,11.56895478,136.7322956,20.41624493,12.89654828,27.25322711,72.45256351,38.00806901,37.55015932,138.684769,114.5343395,653.2972548,NO
Tirupathur,2022,14.40468867,2.172486,7.1618581,30.6942045,168.5863697,130.2745962,117.5983952,242.0929305,73.74852363,0,106.6372838,142.9160451,1036.287381,NO
Tiruppattur,2022,0,0,0,0,0,0,0,0,0,76.2237867,0,0,76.2237867,NO
Tiruppur,2022,18.70610528,2.98714533,10.0169728,95.15417396,87.05559143,57.98703432,87.452432,201.703676,109.6137908,79.36241363,85.68610021,80.99519299,916.7206287,NO
Tiruvallur,2022,0,0,0,0,0,0,0,0,0,102.6600913,0,0,102.6600913,NO
Tiruvannamalai,2022,30.1217719,2.44789,6.476574829,17.14356604,114.3072786,87.9217883,136.0828108,234.7736895,85.08908298,83.312146,152.4294058,150.9446446,1101.050649,NO
Tonk,2022,26.15264,2.0361873,4.40501737,4,7.930714,89.0126291,314.086699,297.8728298,83.59749829,73.3400073,11.42916783,12.04214304,925.9055331,NO
Trissur,2022,0,0,0,0,0,0,0,0,0,49.767803,0,0,49.767803,NO
Tuensang,2022,34.3527418,57.30624131,22.9333101,156.1028266,160.8584027,261.49221,226.668956,269.7290133,191.3241873,72.982822,12.49085485,22.8659294,1489.107495,NO
Tumakuru,2022,1.7129505,2,18.48664237,60.85366556,221.7461888,155.881199,132.5550385,359.3266171,137.4084656,120.5666471,20.7402141,56.52601968,1287.803648,NO
Tuticorin,2022,8.3341762,14.365732,24.632367,67.4246097,17.70646982,10.499591,38.61731317,57.52561656,42.67087399,31.2004542,105.803106,64.39160749,483.1719171,NO
Udaipur,2022,6.553695,2,6.741668,4.0102667,5.523164673,46.7912402,365.4824804,373.5208698,122.2123114,43.9847986,11.00445859,12.01895769,999.843911,NO
Udalguri,2022,12.98281312,83.26689249,79.21830707,400.3628959,502.1093847,726.079335,215.975815,192.6118615,115.5054133,151.9104611,11.02454307,13.9292193,2504.976942,NO
Udam Singh Nagar,2022,86.19821577,51.4688097,3.071784257,4.5301737,55.8719743,139.5121862,286.9775175,236.807072,227.8426111,0,11.0400958,12.04793418,1115.368375,NO
Udham Singh Nagar,2022,0,0,0,0,0,0,0,0,0,266.624222,0,0,266.624222,NO
Udhampur,2022,324.5187395,123.9794861,13.86137193,22.2218752,115.4340213,171.8162622,284.609478,293.917812,93.49264699,38.6657017,38.42331341,18.01790782,1538.958616,NO
Udupi,2022,3.15185879,2,41.64999169,107.5756276,304.7804797,551.8428804,1732.600046,520.000933,321.9295119,49.84946438,24.98801697,37.72118631,3698.089997,YES
Ujjain,2022,17.087011,2,8.939961165,4,5.012969765,106.6648313,372.0118803,489.4020515,139.4384466,122.030392,11,12.2600239,1289.847567,NO
Ukhrul,2022,22.9609146,45.1630817,11.5153666,135.7796552,161.858174,256.72808,154.060748,281.4874698,95.42812097,78.488571,11.27954807,13.18129606,1267.931026,NO
Umaria,2022,24.7999281,10.8599115,3.592653,4.0583429,10.54204337,155.6747425,205.1587114,337.1990318,164.6701126,57.408636,11.09211203,14.836103,999.8923282,NO
Una,2022,184.3649346,49.6479022,3.952179,5.341254012,27.64596632,107.0618893,260.058926,205.1410317,145.5645182,37.056563,11.19469737,12.20009581,1049.229958,NO
Unakoti,2022,22.1295377,20.0152268,33.37584,103.3551552,476.8247702,489.8814566,409.4834041,223.5837177,307.5116332,0,11.1736937,22.09335,2119.427785,NO
Unnao,2022,30.4274327,8.002853,3,4,13.74412675,36.84860179,97.21813598,144.7219816,167.2700933,152.9682,11,12.0338348,681.2352599,NO
Unokoti,2022,0,0,0,0,0,0,0,0,0,169.52966,0,0,169.52966,NO
Upper Siang,2022,83.690193,130.7013858,192.366052,640.6909985,368.1665464,663.647801,348.239088,174.2852833,342.9912914,383.2306232,16.40409976,26.12630735,3370.53967,YES
Upper Subansiri,2022,50.6470117,95.25446724,171.2437614,509.6518735,350.734862,584.33738,191.9146187,240.6988817,152.1523731,131.51261,16.41003605,18.29460476,2512.85248,NO
Usmanabad,2022,0,0,0,0,0,0,0,0,0,59.781748,0,0,59.781748,NO
Uttar Bastar Kanker,2022,0,0,0,0,0,0,0,0,0,75.4927304,0,0,75.4927304,NO
Uttar Dinajpur,2022,0,0,0,0,0,0,0,0,0,123.130006,0,0,123.130006,NO
Uttar Kashi,2022,114.9808052,62.8191395,8.98416549,20.3588065,96.61778696,111.876319,371.72764,194.6148624,119.8491358,0,32.4547606,15.00988384,1149.293305,NO
Uttara Kannada,2022,1.19449926,2,17.9844641,63.9125346,173.3975457,370.4000632,1021.943226,446.75891,304.3990627,90.479078,12.57309163,22.29850945,2527.340985,NO
Uttarkashi,2022,0,0,0,0,0,0,0,0,0,50.4466051,0,0,50.4466051,NO
Vadodara,2022,2.1453725,2,3,4,5,55.13515713,611.37545,173.8016237,126.5748578,74.6939109,11,12.05259278,1080.778965,NO
Vaishali,2022,6.6327065,23.1456558,3,12.905084,85.952842,161.8504021,151.7363614,205.4264937,178.0585585,91.757881,11,12.05630088,943.5222859,NO
Valsad,2022,1.0112215,2,3.00560948,4,5.0203865,219.55719,2014.936782,464.0485812,614.3683155,49.802081,11,12.44981763,3401.199984,YES
Varanasi,2022,15.27860722,5.8526065,3,4,9.7882667,93.43318458,163.6209019,238.363112,244.9574575,166.403384,11,12.02176066,967.7192811,NO
Vellore,2022,38.2455306,2,8.58961168,8.51298372,117.9451748,123.544719,115.7965818,241.7081865,88.88405486,88.997694,94.40101519,126.2877708,1054.913323,NO
Vidisha,2022,41.6874279,2,3.00351217,4,13.13342813,201.2056065,433.942199,487.2297415,217.8175371,103.359916,11.0001683,12.62519125,1531.004728,NO
Vijayapura,2022,1.0000753,2,5.49495693,32.45255381,93.73306571,105.1845242,114.1364329,187.0453205,144.060634,111.8650226,11.55662368,13.55481353,822.0840232,NO
Vikarabad,2022,2.9261118,2,7.692998,24.12992103,76.78361508,106.7139682,403.1818669,233.673712,194.9901692,108.8837804,11.11153761,14.54306861,1186.630749,NO
Villupuram,2022,46.68192932,3.075322,8.4620912,17.39989142,87.08522063,68.7232257,97.32605381,126.8971986,106.4758728,78.1031534,182.102159,127.5857592,949.917877,NO
Virudhunagar,2022,12.9210557,3.93779515,6.87416517,107.8999296,38.87855392,68.63713326,102.2204987,117.5099895,90.09276844,49.5550146,137.611434,72.25906276,808.3974007,NO
Visakhapatanam,2022,35.600707,4.38277628,8.510194,27.75424682,155.4398163,151.8624862,162.079945,202.4380085,220.0273431,0,14.45227664,37.34257542,1019.890375,NO
Vishakhapatnam,2022,0,0,0,0,0,0,0,0,0,176.694209,0,0,176.694209,NO
Vizianagaram,2022,56.02446382,2.463049,6.65928,8.37915158,156.7183192,138.3746109,264.9113864,226.900683,289.2140484,186.3713,12.31350999,28.71682825,1377.046631,NO
Wanaparthy,2022,27.7611424,2,9.60114,10.5226941,37.73182494,112.7347289,205.2213238,193.144994,132.1984164,134.74633,12.54903249,27.42145055,905.6330776,NO
Warangal (Rural),2022,0,0,0,0,0,0,0,0,0,68.714725,0,0,68.714725,NO
Warangal (Urban),2022,0,0,0,0,0,0,0,0,0,67.2482531,0,0,67.2482531,NO
Warangal Rural,2022,106.241758,2,3.0562982,7.6859492,17.87667731,222.9833147,598.9763938,303.7386737,286.0571141,0,11.07184515,14.21635156,1573.904376,NO
Warangal Urban,2022,60.827092,2,3,4.1786884,18.22998128,160.0006423,440.3826453,296.2353055,175.3388851,0,11.01350908,12.74427866,1183.951028,NO
Wardha,2022,21.33221,2.1686715,3.0107845,4,8.315989,100.2689413,690.544935,427.3517068,307.7288078,56.91552985,11,12.20384104,1644.841417,NO
Washim,2022,2.60772448,2.133644,3.00131678,4,5.35282879,95.8556406,397.198079,334.5500189,199.771497,112.3845634,11.00001211,12.3319931,1180.187318,NO
Wayanad,2022,1.164328147,2.0261906,59.81094035,134.5435874,276.904068,249.2136604,824.439619,562.0448627,214.4319448,113.6066372,38.2742331,52.02894863,2528.48902,NO
West,2022,45.817364,92.366738,106.735819,333.7375888,377.559315,665.40345,289.5795661,93.48994637,189.9733846,425.6481681,11.00290638,12,2643.314246,NO
West District,2022,45.817364,92.366738,106.735819,333.7375888,377.559315,665.40345,289.5795661,214.496338,171.0115758,0,14.3480276,12.46796097,2323.523743,NO
West Garo Hills,2022,17.72169928,56.600332,21.79536373,285.2847002,862.8032905,1378.889326,198.6820396,198.6067144,155.5368325,293.9045725,11.27014506,12.33481811,3493.429834,YES
West Godavari,2022,19.5736635,3.8512,8.1817279,12.0510792,86.8804381,184.7243838,333.8348919,276.578333,229.4943968,146.636254,17.19474543,34.38570481,1353.386818,NO
West Jaintia Hills,2022,26.50262507,41.9746646,54.7142839,328.3191922,605.4814487,716.565746,263.063575,206.2940229,194.7425677,81.520346,12.60159108,13.01414341,2544.794207,NO
West Kameng,2022,14.6715359,45.25076852,37.5574796,124.647197,319.3536312,641.7350026,270.6098377,222.422419,64.7126531,262.513819,18.49359305,16.45370614,2038.421643,NO
West Karbi Anglong,2022,22.58258389,31.86505454,11.878003,120.1950993,207.9695858,284.75284,166.1328086,246.9518195,161.1379247,101.732931,12.1231655,13.11903266,1380.440849,NO
West Khasi Hills,2022,30.3686969,48.3934099,224.1922016,774.110335,1299.866365,2390.31997,445.291031,256.6717638,199.4592617,189.902862,12.11748689,12.38549951,5883.078883,YES
West Nimar,2022,0,0,0,0,0,0,0,0,0,89.39088384,0,0,89.39088384,NO
West Siang,2022,39.02415994,86.36649102,63.25176441,367.6326529,301.5014499,601.2627837,202.8787711,312.9980065,264.4134156,245.00818,12.46606018,13.84832369,2510.652059,NO
West Singhbhum,2022,45.72247465,37.25584539,7.488850018,18.6753779,86.32852678,154.0609254,256.1811148,330.1547105,130.220784,83.369146,11.08270993,12.26483762,1172.805303,NO
West Tripura,2022,17.4512122,37.1370827,48.58706,129.1732889,445.862404,387.80723,194.5033798,193.994992,319.3110718,154.346724,11.54451859,12,1951.718964,NO
Wokha,2022,38.104812,62.5209439,20.474506,157.7237876,168.4919511,262.990643,245.5037818,201.4934447,140.0376628,82.675586,11.365126,13.03002102,1404.412266,NO
Y S R Kadapa,2022,0,0,0,0,0,0,0,0,0,79.5400877,0,0,79.5400877,NO
Y.S.R.,2022,20.0598801,2,3.64462742,6.447165484,133.724678,129.1795674,66.03251757,151.2663357,81.95816991,0,53.88267324,96.40542143,744.6010363,NO
Yadadri Bhuvanagiri,2022,76.804294,2,9.14407,17.8334175,38.32238002,143.6321144,383.1245796,244.9884679,184.4092744,74.5499583,11.90235069,20.27365323,1206.98456,NO
Yadgir,2022,1.362799197,2,4.02413897,24.6195531,85.62733998,94.0228303,203.9147725,287.8892759,136.3430644,104.048222,17.28863718,15.89508971,977.0357232,NO
Yamunanagar,2022,204.9645275,74.575678,3.0492798,4.08748358,63.8788909,61.0547193,355.5607178,181.7627192,249.889303,68.912639,11.00102068,12.00356176,1290.740541,NO
Yanam,2022,17.7,2,7.7,33.4,81.5,169.6,246.5,199.0137,302.285,146.8,22.941,45.312,1274.7517,NO
Yavatmal,2022,12.56611147,3.00593,3,4.2012239,8.022485419,106.6806889,624.035415,396.0960208,258.6478205,93.26166385,11.00763199,12.36717516,1532.892167,NO
Zunheboto,2022,32.6616485,54.1275953,20.173532,145.6921885,154.1180532,262.17052,183.7341929,222.793843,159.555059,75.790119,11.86706769,21.19661236,1343.880431,NO
